Utility Name,Fire Start Date,Fire Start Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Fire Size,Suppressed by,Suppressing Agency,Utility Facility Identification,Other Companies,Voltage (Volts),Equipment Involved With,Equipment Type,Was There an Outage,Outage Date,Outage Time,Suspected Initiating Event,Equipment /Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,Notes (Optional):
SCE,9/24/2016,15:49,33.780103,-118.207142,Other,Urban,Less Than .25 Acres,Fire Agency,Long Beach Fire Department,OH-1593732E,,12 kV,Conductor,Overhead,Yes,9/24/2016,15:49,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,9/24/2016,14:20,35.73807,-118.95461,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,OH-4784763E,,12 kV,Conductor,Overhead,Yes,9/24/2016,14:20,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,9/26/2016,15:00,34.131909,-117.986268,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-775738E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,No,,,Equipment/Facility Failure,,,,Unknown,
SCE,9/28/2016,10:01,34.269109,-118.766019,Building,Urban,Less Than .25 Acres,Fire Agency,Ventura County FD,OH-717331E,TIME WARNER CABL,16 kV,Conductor,Overhead,Yes,9/28/2016,10:01,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,10/2/2016,20:13,34.631357,-118.255581,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,LACFD,OH-4776952E,,12 kV,Conductor,Overhead,Yes,10/2/2016,20:13,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,10/13/2016,9:54,34.439841,-119.829557,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Santa Barbara Fire Department,101 FWY AND FAIRVIEW AVE  IN CITY OF GOL,,16 kV,Conductor,Overhead,No,,,Contact From Object,,Vehicle,Pole,Unknown,
SCE,10/15/2016,4:49,34.521702,-118.045223,Vegetation,Urban,Less Than .25 Acres,Unknown,,"47th St E / Barrel Springs St, Palmdale",,12 kV,Conductor,Overhead,Yes,10/15/2016,4:49,Contact From Object,,Other,Electric Facility,Unknown,
SCE,10/18/2016,18:41,34.468683,-119.772155,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Santa Barbara Fire Department,OH-2178476E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,10/18/2016,18:41,Equipment/Facility Failure,Fuse,,,Unknown,
SCE,10/18/2016,15:29,34.299211,-119.209325,Vegetation,Urban,.26 - 9.99 Acres,Customer,,231 Glencrest Circle Ventura,,16 kV,Conductor,Overhead,Yes,10/18/2016,15:29,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,10/20/2016,16:13,34.064003,-118.15398,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,Alhambra Fire Department,OH-1658701E,AT&T CALIFORNIA,4 kV,Conductor,Overhead,Yes,10/20/2016,16:13,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,10/22/2016,15:17,34.381229,-118.413181,Other,Rural,Less Than .25 Acres,Fire Agency,LACFD,RAR 0038,,16 kV,Conductor,Overhead,Yes,10/22/2016,15:17,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,10/23/2016,9:40,34.460281,-119.285265,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Ventura County FD,900 Rice Road Ojai,,120/240 V,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,10/26/2016,12:19,34.708129,-118.536749,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,LACFD,ELIZABETH LAKE ROAD AND KINGS CANYON R,,12 kV,Conductor,Overhead,Yes,10/26/2016,12:19,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,10/28/2016,10:13,34.102058,-117.820603,Other,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-1180540E,,120/240 V,Conductor,Overhead,Yes,10/28/2016,10:13,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,10/29/2016,18:42,34.214903,-119.188971,Other,Urban,Less Than .25 Acres,Self Extinguished,,"940 Huntswood Way, Oxnard",,16 kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Other,,,Unknown,
SCE,11/3/2016,22:37,33.730024,-117.983959,Other,Urban,Less Than .25 Acres,Fire Agency,Huntington Fire Department,OH-1787899E,,12 kV,Conductor,Overhead,Yes,11/3/2016,22:37,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,11/11/2016,4:18,33.630942,-117.934807,Other,Urban,Structure Only,Fire Agency,Newport Fire Department,864 Production Pl.  Newport Beach,,12 kV,Conductor,Overhead,Yes,11/16/2016,4:18,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,11/16/2016,13:45,33.916838,-118.003095,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-1914521E,TIME WARNER CABL,12 kV,Conductor,Overhead,Yes,11/16/2016,13:45,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,11/20/2016,11:15,34.18834,-118.874252,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,OH-1473501E,TIME WARNER CABL,16 kV,Conductor,Overhead,No,,,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,11/22/2016,15:20,36.313422,-119.171052,Vegetation,Rural,Less Than .25 Acres,Unknown,,"1970 North Anderson Road, Exeter",,12 kV,Conductor,Overhead,Yes,11/22/2016,15:20,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,12/1/2016,8:54,33.691979,-117.703111,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Orange County Fire Authority,OH-2257796E,,12 kV,Conductor,Overhead,No,,,Contact From Object,,Other,Electric Facility,Unknown,
SCE,12/2/2016,21:26,34.381229,-118.413181,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Orange County Fire Authority,OH-4572770E,,66 kV,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,12/16/2016,19:31,33.812081,-118.023825,Building,Urban,Structure Only,Fire Agency,Orange County Fire Authority,"10332 Florence Ave., Buena Park",,120/240 V,Conductor,Overhead,Yes,12/16/2016,19:31,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,12/19/2016,8:18,34.023198,-117.852984,Vegetation,Urban,Less Than .25 Acres,Unknown,,UG-5048396,,12 kV,Conductor,Subsurfac,Yes,12/19/2016,8:18,Equipment/Facility Failure,Other,,,Unknown,
SCE,12/26/2016,8:02,34.167551,-116.107032,Vegetation,Rural,Less Than .25 Acres,Utility,,OH-4803462E,,33 kV,Conductor,Overhead,Yes,12/26/2016,8:02,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,12/30/2016,11:42,34.123126,-118.722963,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,LACFD,OH-1927507E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,12/30/2016,11:42,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,1/13/2017,11:05,33.761028,-116.694783,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-220632S,FRONTIER COMMUNI,12KV,Conductor,Overhead,Yes,1/13/2017,11:05,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,1/14/2017,1:21,34.265551,-118.995072,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Ventura County FD,OH-802855E,FRONTIER COMMUNI,16kV,Conductor,Overhead,Yes,1/14/2017,1:21,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,1/28/2017,18:15,33.990038,-118.370257,Vegetation,Urban,Less Than .25 Acres,Self Extinguished,,OH-X5037878,,120/240 V,Conductor,Overhead,Yes,1/28/2017,18:15,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,1/31/2017,2:10,33.990038,-118.370257,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Hesperia FD,PS 522,,115 kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Other,,,Unknown,
SCE,2/8/2017,2:20,33.689703,-117.852758,Other,Urban,Less Than .25 Acres,Fire Agency,Orange County Fire Authority,OH-1838346E,XO COMMUNICATION,66kV,Conductor,Overhead,Yes,2/8/2017,2:20,Unknown,,,,Unknown,
SCE,3/10/2017,15:46,33.787103,-117.912294,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Garden Grove FD,OH-2095520E,,12KV,Conductor,Overhead,Yes,3/10/2017,15:46,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,3/11/2017,17:22,34.128477,-117.252254,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,OH-4067378E,FRONTIER COMMUNI,12kV,Lightning Arrestor,Overhead,Yes,3/11/2017,17:22,Equipment/Facility Failure,Lightning Arrestor,,,Unknown,
SCE,3/13/2017,13:42,33.953606,-118.065625,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Santa Fe Springs Fire Department,OH-4209839E,,12kV,Conductor,Overhead,Yes,3/13/2017,13:42,Contact From Object,,Vehicle,Pole,Unknown,
SCE,3/15/2017,13:23,34.0534485,-116.9710052,Vegetation,Rural,Less Than .25 Acres,Fire Agency,CalFire,OH-2326555E,FRONTIER COMMUNI,12KV,Conductor,Overhead,Yes,3/15/2017,13:23,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,3/17/2017,17:14,34.575906,-118.262917,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,OH-4493863E,,12kV,Conductor,Overhead,Yes,3/17/2017,17:14,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,3/30/2017,14:37,34.8900382,-117.0150329,Vegetation,Rural,Structure Only,Fire Agency,Barstow FD,OH-328443S,,12KV,Conductor,Overhead,Yes,3/30/2017,14:37,Equipment/Facility Failure,Pole,,,Weather,
SCE,4/9/2017,1:51,33.990038,-118.370257,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ontario Fire Department,PS 493,,12KV,Conductor,Overhead,Yes,4/9/2017,1:51,Contact From Object,,Vehicle,Pole,Unknown,
SCE,4/16/2017,15:39,34.4556008,-119.2557185,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Ventura County FD,OH-4495331E,AT&T CALIFORNIA,16kV,Conductor,Overhead,Yes,4/16/2017,15:39,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,4/22/2017,11:23,35.8628425,-119.2525648,Vegetation,Rural,Structure Only,Self Extinguished,,OH-1501428E,,12KV,Conductor,Overhead,Yes,4/22/2017,11:23,Unknown,,,,Unknown,
SCE,4/23/2017,16:24,34.59619,-118.242698,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Palmdale Fire Department,OH-4336106E,AT&T CALIFORNIA,12KV,Conductor,Overhead,Yes,4/23/2017,16:24,Unknown,,,,Unknown,
SCE,4/28/2017,23:15,33.990038,-118.370257,Vegetation,Rural,Less Than .25 Acres,Unknown,,PS533,,16kV,Conductor,Overhead,Yes,4/28/2017,23:15,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,4/28/2017,10:59,33.928644,-116.642119,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Riverside Fire Department,OH-1905185E,,4 kV,Conductor,Overhead,Yes,4/28/2017,17:00,Unknown,,,,Unknown,
SCE,4/28/2017,10:37,36.4356275,-119.1907857,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Tulare Fire Department,OH-4600865E,AT&T CALIFORNIA,12kV,Conductor,Overhead,Yes,4/28/2017,10:37,Contact From Object,,Vehicle,Pole,Unknown,Hit guy wire
SCE,4/29/2017,16:08,33.898371,-117.220707,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Riverside Fire Department,OH-312923S,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,4/29/2017,16:08,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,4/29/2017,3:17,34.126823,-118.073463,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Monrovia Fire Department,OH-695124H,AT&T CALIFORNIA,16kV,Conductor,Overhead,Yes,4/29/2017,3:53,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,5/1/2017,20:04,34.157117,-118.044448,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,OH-X5809E,"NEXTG NETWORKS,F",16kV,Conductor,Overhead,Yes,5/1/2017,20:04,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,5/1/2017,5:40,38.020944,-119.16076,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAlFIre,OH-1580964E,,55kV,Conductor,Overhead,No,,,Contamination,,,,Unknown,Bird Poop
SCE,5/3/2017,7:01,33.8718439,-118.2682003,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-X5500253,,16kV,Conductor,Overhead,Yes,5/3/2017,7:01,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/3/2017,5:40,34.264482,-118.769048,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County FD,OH-1840416E,,16kV,Conductor,Overhead,Yes,5/3/2017,5:40,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,5/11/2017,12:27,34.412701,-118.670231,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,LACFD,OH-848255E,,16kV,Conductor,Overhead,Yes,5/11/2017,12:27,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/14/2017,11:15,33.6416147,-117.1676704,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Riverside Fire Department,OH-2283870E,,115 kV,Conductor,Overhead,Yes,5/14/2017,11:15,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/15/2017,13:54,35.427678,-118.805008,Vegetation,Rural,100 - 299 Acres,Fire Agency,CalFire,"Mile 3, Tower 1 of the Correction-Cummings-Kern",,166kV,Conductor,Overhead,No,,,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,5/19/2017,17:57,33.869301,-117.8315319,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Placentia Fire Department,OH-1789272E,VERIZON WIRELESS,12kV,Conductor,Overhead,Yes,5/19/2017,17:57,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,5/19/2017,15:51,33.6443658,-117.8573583,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Newport Fire Department,OH-4248432E,,12kV,Conductor,Overhead,Yes,5/19/2017,15:51,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/20/2017,17:28,33.7067865,-117.138821,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Riverside Fire Department,OH-4768465E,,12kV,Conductor,Overhead,Yes,5/20/2017,17:28,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/20/2017,15:24,33.7816957,-117.9083331,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Garden Grove FD,OH-1405576E,AT&T CALIFORNIA,12kV,Conductor,Overhead,Yes,5/20/2017,15:24,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/20/2017,9:43,34.0425507,-118.6437934,Vegetation,Urban,Less Than .25 Acres,Self Extinguished,,OH-788558E,FRONTIER COMMUNI,16kV,Conductor,Overhead,Yes,5/20/2017,9:43,Equipment/Facility Failure,Other,,,Unknown,
SCE,5/22/2017,11:27,34.510048,-117.290971,Vegetation,Rural,Less Than .25 Acres,Fire Agency,San Bernadino FD,OH-1966164E,,12kV,Conductor,Overhead,Yes,5/22/2017,11:27,Contact From Object,,Other,Electric Facility,Unknown,
SCE,5/23/2017,12:07,34.4203573,-117.1746778,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Apple Valley FD,OH-4832950E,,12kV,Conductor,Overhead,Yes,5/23/2017,12:07,Unknown,,,,Unknown,
SCE,5/24/2017,10:05,34.4231795,-117.1775193,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CalFire,OH-2300688E,FRONTIER COMMUNI,120/240 V,Conductor,Overhead,Yes,5/24/2017,10:05,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,5/29/2017,5:59,34.906651,-117.006373,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Barstow Fire Department,OH-1543497E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,5/29/2017,5:59,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,5/30/2017,19:39,33.990038,-118.370257,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-969024E,AT&T CALIFORNIA,4 kV,Conductor,Overhead,Yes,5/30/2017,19:39,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,6/1/2017,12:30,34.0110575,-117.4021904,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Riverside Fire Department,OH-4412407E,,12kV,Conductor,Overhead,Yes,6/1/2017,12:30,Contact From Object,,Other,Electric Facility,Unknown,
SCE,6/2/2017,19:41,33.802191,-118.298381,Vegetation,Urban,Less Than .25 Acres,Self Extinguished,,OH-1637987E,,12kV,Conductor,Overhead,Yes,6/2/2017,19:41,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,6/2/2017,16:49,33.8025979,-118.2992898,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-4219598E,,12kV,Conductor,Overhead,Yes,6/2/2017,16:49,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,6/2/2017,10:50,35.1020694,-118.532795,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,OH-4416566E,,12kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,6/3/2017,16:31,34.8812232,-117.9191499,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Edwards Air Force Base Fire Department,Lancaster Boulevard and W,,115 kV,Conductor,Overhead,Yes,6/3/2017,16:31,Equipment/Facility Failure,Crossarm,,,Unknown,
SCE,6/3/2017,14:56,34.403364,-117.338301,Vegetation,Rural,Less Than .25 Acres,Fire Agency,San Bernadino FD,OH-4344412E,FRONTIER COMMUNI,12kV,Conductor,Overhead,No,,,Contact From Object,,Other,Electric Facility,Unknown,
SCE,6/4/2017,13:14,33.837331,-117.486318,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Riverside Fire Department,OH-1757417E,,33kV,Conductor,Overhead,Yes,6/4/2017,13:14,Wire-Wire Contact,,,,Unknown,
SCE,6/7/2017,20:50,33.764918,-118.154264,Other,Rural,Less Than .25 Acres,Fire Agency,Tulare Fire Department,OH-4427265E,,12kV,Conductor,Overhead,Yes,6/7/2017,20:50,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/8/2017,12:33,34.1890422,-118.1586418,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-202059E,AT&T CALIFORNIA,16kV,Conductor,Overhead,Yes,6/8/2017,12:33,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,6/10/2017,12:17,35.5965957,-118.4917185,Vegetation,Rural,100 - 299 Acres,Fire Agency,CalFire,OH-2261368E,,120/240V,Conductor,Overhead,Yes,6/10/2017,12:17,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/12/2017,16:49,35.770999,-119.249902,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,OH-1789955E,AT&T CALIFORNIA,12kV,Conductor,Overhead,Yes,6/12/2017,16:49,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/13/2017,16:09,33.730775,-116.922298,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Riverside Fire Department,OH-4364108e,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,6/13/2017,16:09,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,6/14/2017,15:32,34.411816,-117.592459,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Tulare Fire Department,OH-4155776E,FRONTIER COMMUNI,12kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,6/16/2017,13:58,34.3811834,-118.4155899,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,Palcerita Canyon and Sand,,16kV,Conductor,Overhead,Yes,6/16/2017,13:58,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,6/16/2017,13:30,34.457343,-117.294798,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Hesperia FD,OH-1599742E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,6/16/2017,13:30,Contact From Object,,Vehicle,Electric Facility,Unknown,
SCE,6/17/2017,20:12,33.8101249,-117.9990677,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Orange County Fire Authority,OH-4008188E,MCI COMMUNICATIO,120/240 V,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/18/2017,16:43,34.1321539,-117.2065655,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Ontario Fire Department,Atlantic Avenue and Churc,,12kV,Conductor,Overhead,Yes,6/18/2017,16:43,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/18/2017,11:06,34.0859461,-117.6419372,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Ontario Fire Department,"745 E. Deodar St., Ontario",,4 kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/19/2017,19:10,34.4434414,-118.2016037,Vegetation,Rural,Less Than .25 Acres,Utility,,30278 Arrastre Canyon Rd,,33kV,Transformer,Overhead,Yes,6/19/2017,20:40,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,6/19/2017,15:30,34.0742375,-118.1363362,Vegetation,Urban,Structure Only,Fire Agency,Alhambra FD,OH-539305H,,120/240V,Conductor,Overhead,Yes,6/19/2017,15:30,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/24/2017,11:42,34.544244,-117.9512347,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,OH-2338078E,,120/240 V,Conductor,Overhead,No,,,Unknown,,,,Unknown,
SCE,7/2/2017,8:24,34.08044,-117.855153,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Ventura County FD,OH-144184E,,16kV,Conductor,Overhead,Yes,7/2/2017,8:24,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,7/3/2017,12:41,33.6592904,-117.5871701,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Orange County Fire Authority,OH-4252101E,,12kV,Conductor,Overhead,Yes,7/3/2017,12:41,Contact From Object,,Other,Electric Facility,Unknown,Model Airplane
SCE,7/7/2017,12:00,35.7735613,-119.0433478,Vegetation,Rural,1000 - 4999 Acres,Fire Agency,Kern County Fire Department,OH-1316727E,,66kV,Conductor,Overhead,No,,,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,7/7/2017,9:48,33.704621,-117.234353,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Westminister FD,OH-6911688E,,12kV,Conductor,Overhead,Yes,7/7/2017,9:48,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,7/8/2017,10:57,33.9183649,-116.5474984,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Riverside Fire Department,OH-2329039E,,33kV,Conductor,Overhead,Yes,7/8/2017,10:57,Wire-Wire Contact,,,,Unknown,
SCE,7/11/2017,18:06,34.2053578,-117.1142559,Vegetation,Rural,Less Than .25 Acres,Fire Agency,CalFire,OH-919465E,FRONTIER COMMUNI,2.4kV,Conductor,Overhead,No,,,Unknown,,,,Unknown,
SCE,7/12/2017,12:02,36.0368333,-119.0106912,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Tulare County Fire Department,OH-4368913E,AT&T CALIFORNIA,12kV,Lightning Arrestor,Overhead,No,,,Equipment/Facility Failure,Lightning Arrestor,,,Unknown,
SCE,7/13/2017,10:08,33.99907,-118.399122,Vegetation,Urban,Less Than .25 Acres,Unknown,,OH-1596444E,,16kV,Conductor,Overhead,Yes,7/13/2017,10:08,Contact From Object,,Vegetation,Electric Facility,Human Error,Private Tree Trimmer failed branch into lines
SCE,7/20/2017,16:56,34.1068188,-117.9650346,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,OH-4314704E,AT&T CALIFORNIA,66kV,Conductor,Overhead,No,,,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,7/20/2017,16:03,33.890009,-117.940909,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,OH-7714455E,,12kV,Conductor,Overhead,Yes,7/20/2017,16:03,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,7/23/2017,20:07,35.711304,-119.06637,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Kern County Fire Department,OH-1828420E,,12kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,7/29/2017,14:23,33.704621,-117.234353,Vegetation,Urban,Less Than .25 Acres,Unknown,,OH-64611S,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,7/29/2017,14:23,Contact From Object,,Other,Electric Facility,Unknown,Umberlla
SCE,7/29/2017,9:26,34.4220009,-117.1922839,Vegetation,Urban,Less Than .25 Acres,Fire Agency,CalFire,OH-4346574E,FRONTIER COMMUNI,120/240 V,Conductor,Overhead,Yes,7/29/2017,9:26,Unknown,,,,Unknown,
SCE,7/30/2017,6:11,34.808203,-118.374575,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,OH-1755700E,,12kV,Conductor,Overhead,Yes,7/30/2017,6:11,Unknown,,,,Unknown,
SCE,7/31/2017,6:32,33.890009,-117.940909,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Fullerton Fire Department,OH-741889E,AT&T CALIFORNIA,12kV,Transformer,Overhead,Yes,7/31/2017,6:32,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,8/8/2017,17:52,35.134187,-118.560727,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,OH-4179753E,,12kV,Conductor,Overhead,Yes,8/8/2017,17:52,Contact From Object,,Vehicle,Electric Facility,Unknown,
SCE,8/8/2017,17:12,34.6589604,-118.1678893,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,FC 0151903,,12kV,Fuse,Overhead,Yes,8/8/2017,17:12,Equipment/Facility Failure,Fuse,,,Unknown,
SCE,8/12/2017,16:34,36.48248,-119.244871,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CAlFire,OH-2272602E,,12kV,Conductor,Overhead,Yes,8/12/2017,16:34,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,8/12/2017,16:34,36.485257,-119.240683,Vegetation,Rural,10 - 99 Acres,Fire Agency,CAlFire,OH-1806903E,,12kV,Conductor,Overhead,Yes,8/12/2017,16:34,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,8/12/2017,14:37,34.08044,-117.855153,Vegetation,Urban,Less Than .25 Acres,Unknown,,OH-1255315E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,8/12/2017,14:37,Contact From Object,,Vehicle,Electric Facility,Unknown,
SCE,8/14/2017,9:34,36.328681,-119.262996,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Visalia Fire Department,OH-1030717E,,12kV,Conductor,Overhead,Yes,8/14/2017,9:34,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,8/19/2017,15:16,33.717186,-117.734856,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Orange County Fire Authority,OH-4618946E,AT&T CALIFORNIA,12kV,Conductor,Overhead,Yes,8/19/2017,15:16,Unknown,,,,Unknown,
SCE,8/24/2017,1:53,34.7325357,-118.4201687,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,LACFD,Cap Bank 0012887,,12kV,Capacitor Bank,Overhead,No,,,Equipment/Facility Failure,Capacitor Bank,,,Unknown,
SCE,8/28/2017,17:26,34.1350412,-118.6336146,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,OH-4649701E,NEXTG NETWORKS,16kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Insulator,,,Unknown,
